network,station,channel,dt_on,dt_off,dt_peak,peak,unit,fs,delta,npts,STA,LTA,on,off
XH,RS09,HHZ,2014-12-01 16:29:44.280,2014-12-01 16:29:47.540,2014-12-01 16:29:44.300,6.02465017016e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:31:28.580,2014-12-01 16:31:30.500,2014-12-01 16:31:28.600,6.67189087751e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:33:41.200,2014-12-01 16:33:44.360,2014-12-01 16:33:41.300,-5.10672964882e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:34:32.340,2014-12-01 16:34:35.560,2014-12-01 16:34:32.380,-5.63872651028e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:34:44.480,2014-12-01 16:34:47.180,2014-12-01 16:34:44.500,-1.35038645497e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:40:27.220,2014-12-01 16:40:30.040,2014-12-01 16:40:27.240,-2.28713807656e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:41:44.860,2014-12-01 16:41:48.160,2014-12-01 16:41:45.100,-6.80736579386e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:43:42.360,2014-12-01 16:43:45.420,2014-12-01 16:43:42.360,4.89441588691e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:44:32.280,2014-12-01 16:44:35.580,2014-12-01 16:44:32.460,5.74625824979e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:46:52.800,2014-12-01 16:46:57.720,2014-12-01 16:46:54.640,3.7950509418e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:46:58.740,2014-12-01 16:47:04.240,2014-12-01 16:47:01.140,3.20848222893e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:50:01.680,2014-12-01 16:50:04.660,2014-12-01 16:50:01.720,-4.195024703e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:50:24.300,2014-12-01 16:50:27.780,2014-12-01 16:50:24.340,7.03637598785e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:50:55.820,2014-12-01 16:50:59.040,2014-12-01 16:50:55.820,-5.3868510378e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:54:27.900,2014-12-01 16:54:31.580,2014-12-01 16:54:27.900,-8.57916389955e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:55:09.060,2014-12-01 16:55:12.380,2014-12-01 16:55:09.120,7.17694388377e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:56:43.900,2014-12-01 16:56:46.660,2014-12-01 16:56:43.920,2.20626456252e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 16:58:49.740,2014-12-01 16:58:52.980,2014-12-01 16:58:49.800,4.86162080319e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 17:21:08.280,2014-12-01 17:21:11.760,2014-12-01 17:21:08.340,7.84966825035e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 17:26:11.500,2014-12-01 17:26:14.700,2014-12-01 17:26:11.660,-6.01875745439e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS09,HHZ,2014-12-01 17:30:42.760,2014-12-01 17:30:45.560,2014-12-01 17:30:43.240,-2.53962745156e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 00:43:30.040,2014-12-01 00:43:42.060,2014-12-01 00:43:31.300,-4.62471061227e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 02:22:23.820,2014-12-01 02:22:34.300,2014-12-01 02:22:24.460,-7.71396219594e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 05:56:30.680,2014-12-01 05:56:35.040,2014-12-01 05:56:31.520,3.21665037028e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 06:04:02.380,2014-12-01 06:04:05.540,2014-12-01 06:04:03.500,-2.26121104037e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 07:16:50.740,2014-12-01 07:16:54.020,2014-12-01 07:16:52.220,-2.0353475195e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 07:16:54.800,2014-12-01 07:16:58.920,2014-12-01 07:16:55.140,3.910471203e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 07:37:59.500,2014-12-01 07:38:01.240,2014-12-01 07:38:01.200,-1.48624599116e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 08:57:18.420,2014-12-01 08:57:28.980,2014-12-01 08:57:19.480,5.17820608369e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 09:21:49.160,2014-12-01 09:21:54.620,2014-12-01 09:21:49.440,2.51605785433e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 11:57:34.260,2014-12-01 11:57:36.580,2014-12-01 11:57:34.420,-1.9922395502e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 14:20:23.140,2014-12-01 14:20:25.180,2014-12-01 14:20:24.380,1.47088756717e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 16:28:10.220,2014-12-01 16:28:17.500,2014-12-01 16:28:10.520,-2.81579787904e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 16:36:15.640,2014-12-01 16:36:16.340,2014-12-01 16:36:15.660,-9.33641375645e-10,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 18:14:19.880,2014-12-01 18:14:24.600,2014-12-01 18:14:20.260,2.57117216717e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 19:15:25.300,2014-12-01 19:15:28.340,2014-12-01 19:15:25.320,-7.84882787458e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS10,HHZ,2014-12-01 20:38:00.240,2014-12-01 20:38:20.380,2014-12-01 20:38:04.180,-5.13604710616e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS15,HHZ,2014-12-01 17:19:51.260,2014-12-01 17:20:12.760,2014-12-01 17:19:57.120,-4.10650523072e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS15,HHZ,2014-12-01 18:38:39.040,2014-12-01 18:38:41.060,2014-12-01 18:38:39.520,2.34993844829e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS16,HHZ,2014-12-01 03:49:26.960,2014-12-01 03:49:29.940,2014-12-01 03:49:27.020,-5.4738167791e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS16,HHZ,2014-12-01 09:59:28.400,2014-12-01 09:59:31.300,2014-12-01 09:59:28.400,-1.8727957736e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS16,HHZ,2014-12-01 17:18:40.160,2014-12-01 17:19:52.640,2014-12-01 17:18:43.720,7.4855906531e-09,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS18,HHZ,2014-12-01 17:18:30.180,2014-12-01 17:19:28.600,2014-12-01 17:18:57.140,-1.52438513923e-08,acc,50.0,0.02,4323001,,,8.0,4.0
XH,RS18,HHZ,2014-12-01 19:36:38.700,2014-12-01 19:36:41.740,2014-12-01 19:36:38.760,-7.72510787665e-09,acc,50.0,0.02,4323001,,,8.0,4.0
